x position,y position,Simulation Output (V),Analytical Output (V),Absolure error (%),Relative error (%)
-0.5510204081632653,-0.7142857142857143,0.6400783872853404,0.6760958444185671,0.04,5.63
-0.5510204081632653,-0.673469387755102,0.5520602882934004,0.5824613893870748,0.03,5.51
-0.5510204081632653,-0.6326530612244898,0.46881669536239157,0.49433484347508266,0.03,5.44
-0.5510204081632653,-0.5918367346938775,0.3894797587451734,0.4117162066825897,0.02,5.71
-0.5510204081632653,-0.5510204081632653,0.3162139059309746,0.33460547900959636,0.02,5.82
-0.5510204081632653,-0.5102040816326531,0.2489195402938011,0.2630026604561023,0.01,5.66
-0.5510204081632653,-0.46938775510204084,0.18534381405993078,0.19690775102210822,0.01,6.24
-0.5510204081632653,-0.42857142857142855,0.13169557598466525,0.13632075070761315,0.0,3.51
-0.5510204081632653,-0.3877551020408163,0.07751091764110883,0.08124165951261832,0.0,4.81
-0.5510204081632653,-0.3469387755102041,0.02604110308897221,0.03167047743712232,0.01,21.62
-0.5510204081632653,-0.30612244897959184,-0.013067377798792457,-0.012392795518873937,0.0,5.16
-0.5510204081632653,-0.2653061224489796,-0.0517488984416269,-0.050948159355370726,0.0,1.55
-0.5510204081632653,-0.22448979591836735,-0.0805330300488652,-0.08399561407236762,0.0,4.3
-0.5510204081632653,-0.1836734693877551,-0.10428466680473883,-0.11153515966986537,0.01,6.95
-0.5510204081632653,-0.14285714285714285,-0.12564393961188478,-0.13356679614786351,0.01,6.31
-0.5510204081632653,-0.10204081632653061,-0.14188043112490945,-0.15009052350636212,0.01,5.79
-0.5510204081632653,-0.061224489795918366,-0.15606918327631508,-0.1611063417453611,0.01,3.23
-0.5510204081632653,-0.02040816326530612,-0.16138173188389576,-0.16661425086486065,0.01,3.24
-0.5510204081632653,0.02040816326530612,-0.15388131301798316,-0.16661425086486065,0.01,8.27
-0.5510204081632653,0.061224489795918366,-0.1541380038878493,-0.1611063417453611,0.01,4.52
-0.5510204081632653,0.10204081632653061,-0.14561580536523144,-0.15009052350636212,0.0,3.07
-0.5510204081632653,0.14285714285714285,-0.12888714339160762,-0.13356679614786351,0.0,3.63
-0.5510204081632653,0.1836734693877551,-0.108246196508232,-0.11153515966986537,0.0,3.04
-0.5510204081632653,0.22448979591836735,-0.07682073367161263,-0.08399561407236762,0.01,9.34
-0.5510204081632653,0.2653061224489796,-0.04563786094655482,-0.050948159355370726,0.01,11.64
-0.5510204081632653,0.30612244897959184,-0.01177453622808769,-0.012392795518873937,0.0,5.25
-0.5510204081632653,0.3469387755102041,0.02868498339340624,0.03167047743712232,0.0,10.41
-0.5510204081632653,0.3877551020408163,0.07946679784594055,0.08124165951261832,0.0,2.23
-0.5510204081632653,0.42857142857142855,0.1260489643266312,0.13632075070761315,0.01,8.15
-0.5510204081632653,0.46938775510204084,0.1842922899516782,0.19690775102210822,0.01,6.85
-0.5510204081632653,0.5102040816326531,0.24728993860764703,0.2630026604561023,0.02,6.35
-0.5510204081632653,0.5510204081632653,0.3136254884500885,0.33460547900959636,0.02,6.69
-0.5510204081632653,0.5918367346938775,0.3871647812118445,0.4117162066825897,0.02,6.34
-0.5510204081632653,0.6326530612244898,0.4711252104301523,0.49433484347508266,0.02,4.93
-0.5510204081632653,0.673469387755102,0.5513030440793737,0.5824613893870748,0.03,5.65
-0.5510204081632653,0.7142857142857143,0.6389353743146724,0.6760958444185671,0.04,5.82
-0.5510204081632653,0.7551020408163265,0.7325542944123254,0.7752382085695587,0.04,5.83
-0.5510204081632653,0.7959183673469388,0.8330961786208902,0.8798884818400494,0.05,5.62
-0.5102040816326531,-0.8367346938775511,0.8873531583620972,0.9388095096430911,0.05,5.8
-0.5102040816326531,-0.7959183673469388,0.7926347135976499,0.8368111926153218,0.04,5.57
-0.5102040816326531,-0.7551020408163265,0.7008070717376761,0.7399127914389411,0.04,5.58
-0.5102040816326531,-0.7142857142857143,0.6100226367920849,0.6481143061139492,0.04,6.24
-0.5102040816326531,-0.673469387755102,0.5284975054138553,0.5614157366403454,0.03,6.23
-0.5102040816326531,-0.6326530612244898,0.4563254436232568,0.4798170830181302,0.02,5.15
-0.5102040816326531,-0.5918367346938775,0.3827719566152108,0.4033183452473032,0.02,5.37
-0.5102040816326531,-0.5510204081632653,0.3155848796597729,0.33191952332786484,0.02,5.18
-0.5102040816326531,-0.5102040816326531,0.255980664281499,0.26562061725981534,0.01,3.77
-0.5102040816326531,-0.46938775510204084,0.19486001091485514,0.2044216270431536,0.01,4.91
-0.5102040816326531,-0.42857142857142855,0.1419403673448371,0.14832255267788058,0.01,4.5
-0.5102040816326531,-0.3877551020408163,0.09126926790489635,0.09732339416399642,0.01,6.63
-0.5102040816326531,-0.3469387755102041,0.0461805144471911,0.05142415150150022,0.01,11.35
-0.5102040816326531,-0.30612244897959184,0.009445871321313084,0.01062482469039262,0.0,12.48
-0.5102040816326531,-0.2653061224489796,-0.02250050956652174,-0.025074586269326505,0.0,11.44
-0.5102040816326531,-0.22448979591836735,-0.053352412156532705,-0.055674081377657364,0.0,4.35
-0.5102040816326531,-0.1836734693877551,-0.07918412226467915,-0.08117366063459948,0.0,2.51
-0.5102040816326531,-0.14285714285714285,-0.093988480053536,-0.10157332404015326,0.01,8.07
-0.5102040816326531,-0.10204081632653061,-0.10956035579495933,-0.11687307159431877,0.01,6.67
-0.5102040816326531,-0.061224489795918366,-0.11779831371034613,-0.1270729032970956,0.01,7.87
-0.5102040816326531,-0.02040816326530612,-0.12477600660540508,-0.13217281914848408,0.01,5.93
-0.5102040816326531,0.02040816326530612,-0.12485770467860025,-0.13217281914848408,0.01,5.86
-0.5102040816326531,0.061224489795918366,-0.1253556874207644,-0.1270729032970956,0.0,1.37
-0.5102040816326531,0.10204081632653061,-0.10961601572895256,-0.11687307159431877,0.01,6.62
-0.5102040816326531,0.14285714285714285,-0.09419194140843856,-0.10157332404015326,0.01,7.84
-0.5102040816326531,0.1836734693877551,-0.07587670174028302,-0.08117366063459948,0.01,6.98
-0.5102040816326531,0.22448979591836735,-0.05099972704006771,-0.055674081377657364,0.0,9.17
-0.5102040816326531,0.2653061224489796,-0.025972947876166712,-0.025074586269326505,0.0,3.46
-0.5102040816326531,0.30612244897959184,0.01111313034325431,0.01062482469039262,0.0,4.39
-0.5102040816326531,0.3469387755102041,0.05187626324556068,0.05142415150150022,0.0,0.87
-0.5102040816326531,0.3877551020408163,0.09394710752373676,0.09732339416399642,0.0,3.59
-0.5102040816326531,0.42857142857142855,0.14279604631786402,0.14832255267788058,0.01,3.87
-0.5102040816326531,0.46938775510204084,0.19490283012907203,0.2044216270431536,0.01,4.88
-0.5102040816326531,0.5102040816326531,0.24958931320347028,0.26562061725981534,0.02,6.42
-0.5102040816326531,0.5510204081632653,0.31291201473143093,0.33191952332786484,0.02,6.07
-0.5102040816326531,0.5918367346938775,0.3830693065542524,0.4033183452473032,0.02,5.29
-0.5102040816326531,0.6326530612244898,0.4550140645425341,0.4798170830181302,0.02,5.45
-0.5102040816326531,0.673469387755102,0.5336181844375034,0.5614157366403454,0.03,5.21
-0.5102040816326531,0.7142857142857143,0.6098137569698014,0.6481143061139492,0.04,6.28
-0.5102040816326531,0.7551020408163265,0.6979986692017721,0.7399127914389411,0.04,6.0
-0.5102040816326531,0.7959183673469388,0.7909865224326263,0.8368111926153218,0.05,5.79
-0.5102040816326531,0.8367346938775511,0.8880903476739885,0.9388095096430911,0.05,5.71
-0.46938775510204084,-0.8775510204081632,0.9174708861650582,0.981002813453578,0.06,6.92
-0.46938775510204084,-0.8367346938775511,0.832632728663121,0.8824724392047533,0.05,5.99
-0.46938775510204084,-0.7959183673469388,0.7482466147296771,0.7886339875392055,0.04,5.4
-0.46938775510204084,-0.7551020408163265,0.661408208045015,0.6994874584569353,0.04,5.76
-0.46938775510204084,-0.7142857142857143,0.5852227978164202,0.6150328519579426,0.03,5.09
-0.46938775510204084,-0.673469387755102,0.5033000350917864,0.5352701680422274,0.03,6.35
-0.46938775510204084,-0.6326530612244898,0.4325139051332753,0.46019940670978926,0.03,6.4
-0.46938775510204084,-0.5918367346938775,0.3668052044697979,0.3898205679606287,0.02,6.27
-0.46938775510204084,-0.5510204081632653,0.31016239488590747,0.32413365179474546,0.01,4.5
-0.46938775510204084,-0.5102040816326531,0.2491160608731692,0.26313865821213933,0.01,5.63
-0.46938775510204084,-0.46938775510204084,0.197799189859251,0.20683558721281106,0.01,4.57
-0.46938775510204084,-0.42857142857142855,0.14944712536079663,0.15522443879675987,0.01,3.87
-0.46938775510204084,-0.3877551020408163,0.10327680764239791,0.10830521296398608,0.01,4.87
-0.46938775510204084,-0.3469387755102041,0.06203749287555601,0.0660779097144898,0.0,6.51
-0.46938775510204084,-0.30612244897959184,0.027630181921822473,0.028542529048270624,0.0,3.3
-0.46938775510204084,-0.2653061224489796,-0.0035394616263756755,-0.004300929034670853,0.0,21.51
-0.46938775510204084,-0.22448979591836735,-0.02789010643265228,-0.032452464534335305,0.0,16.36
-0.46938775510204084,-0.1836734693877551,-0.0527461291495255,-0.05591207745072221,0.0,6.0
-0.46938775510204084,-0.14285714285714285,-0.07130544776593237,-0.07467976778383151,0.0,4.73
-0.46938775510204084,-0.10204081632653061,-0.08165547977388746,-0.08875553553366373,0.01,8.7
-0.46938775510204084,-0.061224489795918366,-0.09397870839675272,-0.09813938070021844,0.0,4.43
-0.46938775510204084,-0.02040816326530612,-0.09671102916263222,-0.10283130328349582,0.01,6.33
-0.46938775510204084,0.02040816326530612,-0.097855714784011,-0.10283130328349582,0.0,5.08
-0.46938775510204084,0.061224489795918366,-0.08972844262575702,-0.09813938070021844,0.01,9.37
-0.46938775510204084,0.10204081632653061,-0.0855691202216996,-0.08875553553366373,0.0,3.72
-0.46938775510204084,0.14285714285714285,-0.06931529494777897,-0.07467976778383151,0.01,7.74
-0.46938775510204084,0.1836734693877551,-0.053399807644693285,-0.05591207745072221,0.0,4.7
-0.46938775510204084,0.22448979591836735,-0.032137850150776005,-0.032452464534335305,0.0,0.98
-0.46938775510204084,0.2653061224489796,-0.00047677130519832464,-0.004300929034670853,0.0,802.09
-0.46938775510204084,0.30612244897959184,0.02506292417787821,0.028542529048270624,0.0,13.88
-0.46938775510204084,0.3469387755102041,0.06445614261809288,0.0660779097144898,0.0,2.52
-0.46938775510204084,0.3877551020408163,0.1013383381564434,0.10830521296398608,0.01,6.87
-0.46938775510204084,0.42857142857142855,0.1479192651801658,0.15522443879675987,0.01,4.94
-0.46938775510204084,0.46938775510204084,0.19574894681885419,0.20683558721281106,0.01,5.66
-0.46938775510204084,0.5102040816326531,0.25044891561463467,0.26313865821213933,0.01,5.07
-0.46938775510204084,0.5510204081632653,0.30682563079162595,0.32413365179474546,0.02,5.64
-0.46938775510204084,0.5918367346938775,0.36734587578182654,0.3898205679606287,0.02,6.12
-0.46938775510204084,0.6326530612244898,0.43467943724531455,0.46019940670978926,0.03,5.87
-0.46938775510204084,0.673469387755102,0.5079665981168391,0.5352701680422274,0.03,5.38
-0.46938775510204084,0.7142857142857143,0.5805540476281775,0.6150328519579426,0.03,5.94
-0.46938775510204084,0.7551020408163265,0.661221263736419,0.6994874584569353,0.04,5.79
-0.46938775510204084,0.7959183673469388,0.7453756004834834,0.7886339875392055,0.04,5.8
-0.46938775510204084,0.8367346938775511,0.8340258015897211,0.8824724392047533,0.05,5.81
-0.46938775510204084,0.8775510204081632,0.919214248657872,0.981002813453578,0.06,6.72
-0.42857142857142855,-0.8775510204081632,0.8604598073947853,0.9114059618016302,0.05,5.92
-0.42857142857142855,-0.8367346938775511,0.7756447531124715,0.8214434461831379,0.05,5.9
-0.42857142857142855,-0.7959183673469388,0.6955943658561767,0.7357648598798119,0.04,5.77
-0.42857142857142855,-0.7551020408163265,0.6220855330565855,0.6543702028916523,0.03,5.19
-0.42857142857142855,-0.7142857142857143,0.546394912091059,0.5772594752186587,0.03,5.65
-0.42857142857142855,-0.673469387755102,0.479965920159111,0.5044326768608317,0.02,5.1
-0.42857142857142855,-0.6326530612244898,0.40974107730540643,0.435889807818171,0.03,6.38
-0.42857142857142855,-0.5918367346938775,0.3489100030213909,0.3716308680906766,0.02,6.51
-0.42857142857142855,-0.5510204081632653,0.29259347050935436,0.31165585767834825,0.02,6.51
-0.42857142857142855,-0.5102040816326531,0.24299795192195014,0.25596477658118644,0.01,5.34
-0.42857142857142855,-0.46938775510204084,0.18978237510916604,0.20455762479919076,0.01,7.79
-0.42857142857142855,-0.42857142857142855,0.15002328676918641,0.1574344023323615,0.01,4.94
-0.42857142857142855,-0.3877551020408163,0.10963206805645476,0.1145951091806985,0.0,4.53
-0.42857142857142855,-0.3469387755102041,0.07134625190756408,0.07603974534420181,0.0,6.58
-0.42857142857142855,-0.30612244897959184,0.03602258645395717,0.04176831082287142,0.01,15.95
-0.42857142857142855,-0.2653061224489796,0.012335661639719598,0.011780805616707359,0.0,4.5
-0.42857142857142855,-0.22448979591836735,-0.014572145131723618,-0.013922770274290522,0.0,4.46
-0.42857142857142855,-0.1836734693877551,-0.034469582373979187,-0.03534241685012202,0.0,2.53
-0.42857142857142855,-0.14285714285714285,-0.04928489914592001,-0.05247813411078715,0.0,6.48
-0.42857142857142855,-0.10204081632653061,-0.06092380536418165,-0.06532992205628604,0.0,7.23
-0.42857142857142855,-0.061224489795918366,-0.06829750057540204,-0.07389778068661866,0.01,8.2
-0.42857142857142855,-0.02040816326530612,-0.0761100780249639,-0.07818171000178493,0.0,2.72
-0.42857142857142855,0.02040816326530612,-0.07244373321923629,-0.07818171000178493,0.01,7.92
-0.42857142857142855,0.061224489795918366,-0.06973501228447285,-0.07389778068661866,0.0,5.97
-0.42857142857142855,0.10204081632653061,-0.06281165753147214,-0.06532992205628604,0.0,4.01
-0.42857142857142855,0.14285714285714285,-0.0498047563971376,-0.05247813411078715,0.0,5.37
-0.42857142857142855,0.1836734693877551,-0.031669330114807784,-0.03534241685012202,0.0,11.6
-0.42857142857142855,0.22448979591836735,-0.012341009976236904,-0.013922770274290522,0.0,12.82
-0.42857142857142855,0.2653061224489796,0.0113184158347635,0.011780805616707359,0.0,4.09
-0.42857142857142855,0.30612244897959184,0.036597383338596454,0.04176831082287142,0.01,14.13
-0.42857142857142855,0.3469387755102041,0.07356506302733597,0.07603974534420181,0.0,3.36
-0.42857142857142855,0.3877551020408163,0.1101735719253429,0.1145951091806985,0.0,4.01
-0.42857142857142855,0.42857142857142855,0.1466473379000095,0.1574344023323615,0.01,7.36
-0.42857142857142855,0.46938775510204084,0.1946550096992301,0.20455762479919076,0.01,5.09
-0.42857142857142855,0.5102040816326531,0.24266074858737632,0.25596477658118644,0.01,5.48
-0.42857142857142855,0.5510204081632653,0.2941585575949559,0.31165585767834825,0.02,5.95
-0.42857142857142855,0.5918367346938775,0.35439580774295726,0.3716308680906766,0.02,4.86
-0.42857142857142855,0.6326530612244898,0.4131377833079831,0.435889807818171,0.02,5.51
-0.42857142857142855,0.673469387755102,0.4772260507430775,0.5044326768608317,0.03,5.7
-0.42857142857142855,0.7142857142857143,0.5472242289331428,0.5772594752186587,0.03,5.49
-0.42857142857142855,0.7551020408163265,0.618189393230777,0.6543702028916523,0.04,5.85
-0.42857142857142855,0.7959183673469388,0.6933722531573878,0.7357648598798119,0.04,6.11
-0.42857142857142855,0.8367346938775511,0.7784373163228852,0.8214434461831379,0.04,5.52
-0.42857142857142855,0.8775510204081632,0.8614834352599108,0.9114059618016302,0.05,5.79
-0.3877551020408163,-0.9183673469387755,0.864385528782476,0.9227957738697311,0.06,6.76
-0.3877551020408163,-0.8775510204081632,0.7909263607220314,0.8375251808345163,0.05,5.89
-0.3877551020408163,-0.8367346938775511,0.7138191510766683,0.7561305238463565,0.04,5.93
-0.3877551020408163,-0.7959183673469388,0.6457698037205195,0.678611802905252,0.03,5.09
-0.3877551020408163,-0.7551020408163265,0.5716326237507332,0.6049690180112028,0.03,5.83
-0.3877551020408163,-0.7142857142857143,0.5052741859562999,0.5352021691642089,0.03,5.92
-0.3877551020408163,-0.673469387755102,0.4433400534493308,0.46931125636426996,0.03,5.86
-0.3877551020408163,-0.6326530612244898,0.3863589897900531,0.4072962796113865,0.02,5.42
-0.3877551020408163,-0.5918367346938775,0.3304520208956778,0.3491572389055581,0.02,5.66
-0.3877551020408163,-0.5510204081632653,0.28194169142411074,0.29489413424678484,0.01,4.59
-0.3877551020408163,-0.5102040816326531,0.23502972210341594,0.24450696563506708,0.01,4.03
-0.3877551020408163,-0.46938775510204084,0.1842564143626531,0.1979957330704044,0.01,7.46
-0.3877551020408163,-0.42857142857142855,0.1498111537927856,0.15536043655279674,0.01,3.7
-0.3877551020408163,-0.3877551020408163,0.11015174732223679,0.1166010760822447,0.01,5.85
-0.3877551020408163,-0.3469387755102041,0.078441215124375,0.08171765165874757,0.0,4.18
-0.3877551020408163,-0.30612244897959184,0.05067518652338846,0.0507101632823059,0.0,0.07
-0.3877551020408163,-0.2653061224489796,0.02139598563242221,0.023578610952919327,0.0,10.2
-0.3877551020408163,-0.22448979591836735,0.0014641407605506666,0.00032299467058801297,0.0,77.94
-0.3877551020408163,-0.1836734693877551,-0.0170210159833604,-0.019056685564688283,0.0,11.96
-0.3877551020408163,-0.14285714285714285,-0.032947301971889276,-0.03456042975290909,0.0,4.9
-0.3877551020408163,-0.10204081632653061,-0.04086180044145731,-0.0461882378940747,0.01,13.04
-0.3877551020408163,-0.061224489795918366,-0.05000069953977796,-0.053940109988185214,0.0,7.88
-0.3877551020408163,-0.02040816326530612,-0.05735114977388197,-0.057816046035240404,0.0,0.81
-0.3877551020408163,0.02040816326530612,-0.057731729954901764,-0.057816046035240404,0.0,0.15
-0.3877551020408163,0.061224489795918366,-0.05030536074453675,-0.053940109988185214,0.0,7.23
-0.3877551020408163,0.10204081632653061,-0.04390151649462086,-0.0461882378940747,0.0,5.21
-0.3877551020408163,0.14285714285714285,-0.03300608720721361,-0.03456042975290909,0.0,4.71
-0.3877551020408163,0.1836734693877551,-0.017625313597290772,-0.019056685564688283,0.0,8.12
-0.3877551020408163,0.22448979591836735,0.003211791241601819,0.00032299467058801297,0.0,89.94
-0.3877551020408163,0.2653061224489796,0.023198586068539993,0.023578610952919327,0.0,1.64
-0.3877551020408163,0.30612244897959184,0.050015172708603686,0.0507101632823059,0.0,1.39
-0.3877551020408163,0.3469387755102041,0.07973218408427946,0.08171765165874757,0.0,2.49
-0.3877551020408163,0.3877551020408163,0.10945669320838691,0.1166010760822447,0.01,6.53
-0.3877551020408163,0.42857142857142855,0.14960055741319084,0.15536043655279674,0.01,3.85
-0.3877551020408163,0.46938775510204084,0.1855839948556072,0.1979957330704044,0.01,6.69
-0.3877551020408163,0.5102040816326531,0.2312740310674704,0.24450696563506708,0.01,5.72
-0.3877551020408163,0.5510204081632653,0.277880443937112,0.29489413424678484,0.02,6.12
-0.3877551020408163,0.5918367346938775,0.3265524133290577,0.3491572389055581,0.02,6.92
-0.3877551020408163,0.6326530612244898,0.3812345263806259,0.4072962796113865,0.03,6.84
-0.3877551020408163,0.673469387755102,0.44470049332236583,0.46931125636426996,0.02,5.53
-0.3877551020408163,0.7142857142857143,0.5023991134375325,0.5352021691642089,0.03,6.53
-0.3877551020408163,0.7551020408163265,0.5730115639298916,0.6049690180112028,0.03,5.58
-0.3877551020408163,0.7959183673469388,0.6422319039274234,0.678611802905252,0.04,5.66
-0.3877551020408163,0.8367346938775511,0.7143291504980651,0.7561305238463565,0.04,5.85
-0.3877551020408163,0.8775510204081632,0.7939687638473443,0.8375251808345163,0.04,5.49
-0.3877551020408163,0.9183673469387755,0.8637621474656708,0.9227957738697311,0.06,6.83
-0.3469387755102041,-0.9183673469387755,0.7901444314318463,0.8360632049571183,0.05,5.81
-0.3469387755102041,-0.8775510204081632,0.7178460229159719,0.7597684638203469,0.04,5.84
-0.3469387755102041,-0.8367346938775511,0.649107989999896,0.68694166546252,0.04,5.83
-0.3469387755102041,-0.7959183673469388,0.5829761717582783,0.6175828098836369,0.03,5.94
-0.3469387755102041,-0.7551020408163265,0.5215081946157624,0.5516918970836979,0.03,5.79
-0.3469387755102041,-0.7142857142857143,0.46164292553393577,0.48926892706270336,0.03,5.98
-0.3469387755102041,-0.673469387755102,0.406005891799926,0.4303138998206528,0.02,5.99
-0.3469387755102041,-0.6326530612244898,0.3538770940028077,0.37482681535754664,0.02,5.92
-0.3469387755102041,-0.5918367346938775,0.30593310108801397,0.3228076736733845,0.02,5.52
-0.3469387755102041,-0.5510204081632653,0.2564826790989039,0.27425647476816617,0.02,6.93
-0.3469387755102041,-0.5102040816326531,0.21416642763049282,0.22917321864189252,0.02,7.01
-0.3469387755102041,-0.46938775510204084,0.1801693910871302,0.1875579052945626,0.01,4.1
-0.3469387755102041,-0.42857142857142855,0.14235253991120872,0.149410534726177,0.01,4.96
-0.3469387755102041,-0.3877551020408163,0.11078528499554877,0.11473110693673556,0.0,3.56
-0.3469387755102041,-0.3469387755102041,0.07646747350969199,0.08351962192623823,0.01,9.22
-0.3469387755102041,-0.30612244897959184,0.05047775205368563,0.05577607969468504,0.01,10.5
-0.3469387755102041,-0.2653061224489796,0.02956172228536518,0.03150048024207602,0.0,6.56
-0.3469387755102041,-0.22448979591836735,0.00550675837196143,0.010692823568411077,0.01,94.18
-0.3469387755102041,-0.1836734693877551,-0.006420263996888267,-0.006646890326309591,0.0,3.53
-0.3469387755102041,-0.14285714285714285,-0.020086641447819412,-0.020518661442086236,0.0,2.15
-0.3469387755102041,-0.10204081632653061,-0.026021376765000454,-0.030922489778918656,0.0,18.83
-0.3469387755102041,-0.061224489795918366,-0.037821385247190406,-0.03785837533680693,0.0,0.1
-0.3469387755102041,-0.02040816326530612,-0.03739643305242246,-0.04132631811575108,0.0,10.51
-0.3469387755102041,0.02040816326530612,-0.03992501212830191,-0.04132631811575108,0.0,3.51
-0.3469387755102041,0.061224489795918366,-0.031548964522188847,-0.03785837533680693,0.01,20.0
-0.3469387755102041,0.10204081632653061,-0.0274945332905626,-0.030922489778918656,0.0,12.47
-0.3469387755102041,0.14285714285714285,-0.025021268621320147,-0.020518661442086236,0.0,18.0
-0.3469387755102041,0.1836734693877551,-0.0026423457865762446,-0.006646890326309591,0.0,151.55
-0.3469387755102041,0.22448979591836735,0.007190614696174244,0.010692823568411077,0.0,48.71
-0.3469387755102041,0.2653061224489796,0.03004895385839817,0.03150048024207602,0.0,4.83
-0.3469387755102041,0.30612244897959184,0.053481897860672076,0.05577607969468504,0.0,4.29
-0.3469387755102041,0.3469387755102041,0.07953873867148044,0.08351962192623823,0.0,5.0
-0.3469387755102041,0.3877551020408163,0.11056520984940661,0.11473110693673556,0.0,3.77
-0.3469387755102041,0.42857142857142855,0.14201724605106958,0.149410534726177,0.01,5.21
-0.3469387755102041,0.46938775510204084,0.17651427067979492,0.1875579052945626,0.01,6.26
-0.3469387755102041,0.5102040816326531,0.21894088567473352,0.22917321864189252,0.01,4.67
-0.3469387755102041,0.5510204081632653,0.2591691779452894,0.27425647476816617,0.02,5.82
-0.3469387755102041,0.5918367346938775,0.30386106328970175,0.3228076736733845,0.02,6.24
-0.3469387755102041,0.6326530612244898,0.3574654152587335,0.37482681535754664,0.02,4.86
-0.3469387755102041,0.673469387755102,0.40997225773578494,0.4303138998206528,0.02,4.96
-0.3469387755102041,0.7142857142857143,0.45942867649675945,0.48926892706270336,0.03,6.5
-0.3469387755102041,0.7551020408163265,0.5210431482828436,0.5516918970836979,0.03,5.88
-0.3469387755102041,0.7959183673469388,0.5815477635288396,0.6175828098836369,0.04,6.2
-0.3469387755102041,0.8367346938775511,0.6503160414827005,0.68694166546252,0.04,5.63
-0.3469387755102041,0.8775510204081632,0.7172390086310727,0.7597684638203469,0.04,5.93
-0.3469387755102041,0.9183673469387755,0.7901083592448503,0.8360632049571183,0.05,5.82
-0.30612244897959184,-0.9183673469387755,0.705383643675676,0.7458626932655614,0.04,5.74
-0.30612244897959184,-0.8775510204081632,0.6406182778823624,0.6785438040272331,0.04,5.92
-0.30612244897959184,-0.8367346938775511,0.581397101701541,0.6142848642997394,0.03,5.66
-0.30612244897959184,-0.7959183673469388,0.5218803920352783,0.5530858740830777,0.03,5.98
-0.30612244897959184,-0.7551020408163265,0.46806701177765114,0.4949468333772495,0.03,5.74
-0.30612244897959184,-0.7142857142857143,0.415284113206955,0.43986774218225405,0.02,5.92
-0.30612244897959184,-0.673469387755102,0.37111611317824167,0.3878486004980919,0.02,4.51
-0.30612244897959184,-0.6326530612244898,0.324431584763586,0.33888940832476266,0.01,4.46
-0.30612244897959184,-0.5918367346938775,0.27616669111019965,0.29299016566226654,0.02,6.09
-0.30612244897959184,-0.5510204081632653,0.23929095097972247,0.25015087251060353,0.01,4.54
-0.30612244897959184,-0.5102040816326531,0.20083807759283911,0.2103715288697736,0.01,4.75
-0.30612244897959184,-0.46938775510204084,0.1621237100331896,0.17365213473977686,0.01,7.11
-0.30612244897959184,-0.42857142857142855,0.1307461667872155,0.13999269012061302,0.01,7.07
-0.30612244897959184,-0.3877551020408163,0.10278873377061049,0.10939319501228227,0.01,6.43
-0.30612244897959184,-0.3469387755102041,0.07790823775489705,0.08185364941478472,0.0,5.06
-0.30612244897959184,-0.30612244897959184,0.04788126904568685,0.05737405332812008,0.01,19.83
-0.30612244897959184,-0.2653061224489796,0.03429801061450064,0.03595440675228861,0.0,4.83
-0.30612244897959184,-0.22448979591836735,0.014793465724474087,0.017594709687290197,0.0,18.94
-0.30612244897959184,-0.1836734693877551,0.0016357168422603315,0.0022949621331248057,0.0,40.3
-0.30612244897959184,-0.14285714285714285,-0.007466293831360242,-0.009944835910207504,0.0,33.2
-0.30612244897959184,-0.10204081632653061,-0.01747737290176277,-0.01912468444270669,0.0,9.43
-0.30612244897959184,-0.061224489795918366,-0.028276690469664318,-0.02524458346437285,0.0,10.72
-0.30612244897959184,-0.02040816326530612,-0.027322387518450463,-0.028304532975205902,0.0,3.59
-0.30612244897959184,0.02040816326530612,-0.025431061780319158,-0.028304532975205902,0.0,11.3
-0.30612244897959184,0.061224489795918366,-0.02075793917361461,-0.02524458346437285,0.0,21.61
-0.30612244897959184,0.10204081632653061,-0.018800892633234725,-0.01912468444270669,0.0,1.72
-0.30612244897959184,0.14285714285714285,-0.008984409960637294,-0.009944835910207504,0.0,10.69
-0.30612244897959184,0.1836734693877551,0.003394047803908172,0.0022949621331248057,0.0,32.38
-0.30612244897959184,0.22448979591836735,0.02077437818964134,0.017594709687290197,0.0,15.31
-0.30612244897959184,0.2653061224489796,0.0334326251270969,0.03595440675228861,0.0,7.54
-0.30612244897959184,0.30612244897959184,0.053735971258747364,0.05737405332812008,0.0,6.77
-0.30612244897959184,0.3469387755102041,0.07676369326462129,0.08185364941478472,0.01,6.63
-0.30612244897959184,0.3877551020408163,0.1063067361375806,0.10939319501228227,0.0,2.9
-0.30612244897959184,0.42857142857142855,0.13467272213684817,0.13999269012061302,0.01,3.95
-0.30612244897959184,0.46938775510204084,0.16531471991078436,0.17365213473977686,0.01,5.04
-0.30612244897959184,0.5102040816326531,0.19909906335057292,0.2103715288697736,0.01,5.66
-0.30612244897959184,0.5510204081632653,0.23328578196931193,0.25015087251060353,0.02,7.23
-0.30612244897959184,0.5918367346938775,0.2774289456493719,0.29299016566226654,0.02,5.61
-0.30612244897959184,0.6326530612244898,0.3198836826167755,0.33888940832476266,0.02,5.94
-0.30612244897959184,0.673469387755102,0.36582209300515584,0.3878486004980919,0.02,6.02
-0.30612244897959184,0.7142857142857143,0.41568137682767003,0.43986774218225405,0.02,5.82
-0.30612244897959184,0.7551020408163265,0.46859507538999595,0.4949468333772495,0.03,5.62
-0.30612244897959184,0.7959183673469388,0.5216287253648401,0.5530858740830777,0.03,6.03
