x position,y position,Simulation Output (V),Analytical Output (V),Absolute error (%),Relative error (%)
-0.3877551020408163,-0.7959183673469388,2.218658116887315e9,3.8403574310238886e9,1.62169931414e9,73.09
-0.3877551020408163,-0.7551020408163265,2.77768150085678e9,4.873790092335537e9,2.09610859148e9,75.46
-0.3877551020408163,-0.7142857142857143,3.4104698245547857e9,5.811853934796616e9,2.40138411024e9,70.41
-0.3877551020408163,-0.673469387755102,3.9205002552130203e9,6.659569673958353e9,2.73906941875e9,69.87
-0.3877551020408163,-0.6326530612244898,4.509198225881029e9,7.421937857146772e9,2.91273963127e9,64.6
-0.3877551020408163,-0.5918367346938775,4.998126715619772e9,8.103933783317619e9,3.1058070677e9,62.14
-0.3877551020408163,-0.5510204081632653,5.429485403869687e9,8.710500924062756e9,3.28101552019e9,60.43
-0.3877551020408163,-0.5102040816326531,5.882440810966753e9,9.246542355398382e9,3.36410154443e9,57.19
-0.3877551020408163,-0.46938775510204084,6.260022652664434e9,9.716909544778505e9,3.45688689211e9,55.22
-0.3877551020408163,-0.42857142857142855,6.551157181592621e9,1.0126387623737175e10,3.57523044214e9,54.57
-0.3877551020408163,-0.3877551020408163,6.878981108998758e9,1.0479676009097298e10,3.6006949001e9,52.34
-0.3877551020408163,-0.3469387755102041,7.152737541929561e9,1.0781362921751036e10,3.62862537982e9,50.73
-0.3877551020408163,-0.30612244897959184,7.34925893620548e9,1.103589202456688e10,3.68663308836e9,50.16
-0.3877551020408163,-0.2653061224489796,7.506352376267065e9,1.1247519142882717e10,3.74116676662e9,49.84
-0.3877551020408163,-0.22448979591836735,7.684394084649195e9,1.1420257007723642e10,3.73586292307e9,48.62
-0.3877551020408163,-0.1836734693877551,7.806203885325338e9,1.1557806450169958e10,3.75160256484e9,48.06
-0.3877551020408163,-0.14285714285714285,8.008775661782745e9,1.166347385087574e10,3.65469818909e9,45.63
-0.3877551020408163,-0.10204081632653061,7.976483287790423e9,1.1740077261476147e10,3.76359397369e9,47.18
-0.3877551020408163,-0.061224489795918366,8.040194481972638e9,1.1789847481332409e10,3.74965299936e9,46.64
-0.3877551020408163,-0.02040816326530612,7.995287823887378e9,1.1814334739048033e10,3.81904691516e9,47.77
-0.3877551020408163,0.02040816326530612,8.025974050610245e9,1.1814334739048033e10,3.78836068844e9,47.2
-0.3877551020408163,0.061224489795918366,8.001288038643341e9,1.1789847481332409e10,3.78855944269e9,47.35
-0.3877551020408163,0.10204081632653061,7.9907271595261e9,1.1740077261476147e10,3.74935010195e9,46.92
-0.3877551020408163,0.14285714285714285,7.795285284197107e9,1.166347385087574e10,3.86818856668e9,49.62
-0.3877551020408163,0.1836734693877551,7.825855796160108e9,1.1557806450169958e10,3.73195065401e9,47.69
-0.3877551020408163,0.22448979591836735,7.628575047333163e9,1.1420257007723642e10,3.79168196039e9,49.7
-0.3877551020408163,0.2653061224489796,7.519785871905045e9,1.1247519142882717e10,3.72773327098e9,49.57
-0.3877551020408163,0.30612244897959184,7.312594852212036e9,1.103589202456688e10,3.72329717235e9,50.92
-0.3877551020408163,0.3469387755102041,7.057814229782715e9,1.0781362921751036e10,3.72354869197e9,52.76
-0.3877551020408163,0.3877551020408163,6.858858218850139e9,1.0479676009097298e10,3.62081779025e9,52.79
-0.3877551020408163,0.42857142857142855,6.620895808712151e9,1.0126387623737175e10,3.50549181503e9,52.95
-0.3877551020408163,0.46938775510204084,6.212478396934432e9,9.716909544778505e9,3.50443114784e9,56.41
-0.3877551020408163,0.5102040816326531,5.80295027882531e9,9.246542355398382e9,3.44359207657e9,59.34
-0.3877551020408163,0.5510204081632653,5.390915378330946e9,8.710500924062756e9,3.31958554573e9,61.58
-0.3877551020408163,0.5918367346938775,5.003166025496493e9,8.103933783317619e9,3.10076775782e9,61.98
-0.3877551020408163,0.6326530612244898,4.549206503928928e9,7.421937857146772e9,2.87273135322e9,63.15
-0.3877551020408163,0.673469387755102,3.9245907413943453e9,6.659569673958353e9,2.73497893256e9,69.69
-0.3877551020408163,0.7142857142857143,3.3719249580309777e9,5.811853934796616e9,2.43992897677e9,72.36
-0.3877551020408163,0.7551020408163265,2.7915723461433353e9,4.873790092335537e9,2.08221774619e9,74.59
-0.3877551020408163,0.7959183673469388,2.1640853895483828e9,3.8403574310238886e9,1.67627204148e9,77.46
-0.3877551020408163,0.8367346938775511,1.5918351579017081e9,2.7065190139752913e9,1.11468385607e9,70.03
-0.3877551020408163,0.8775510204081632,1.0115467770490439e9,1.4672247691055574e9,4.5567799206e8,45.05
-0.3877551020408163,0.9183673469387755,3.927380315130485e8,1.174139180174503e8,2.753241135e8,70.1
-0.3469387755102041,-0.9183673469387755,6.212732946606517e8,6.758506284592857e8,5.45773338e7,8.78
-0.3469387755102041,-0.8775510204081632,1.250529712445256e9,2.004341998133289e9,7.5381228569e8,60.28
-0.3469387755102041,-0.8367346938775511,1.8967971854344769e9,3.2224646124283752e9,1.32566742699e9,69.89
-0.3469387755102041,-0.7959183673469388,2.4837113986702013e9,4.335298214689798e9,1.85158681602e9,74.55
-0.3469387755102041,-0.7551020408163265,3.1287267036945324e9,5.347915037657362e9,2.21918833396e9,70.93
-0.3469387755102041,-0.7142857142857143,3.7069151976290565e9,6.265378026649205e9,2.55846282902e9,69.02
-0.3469387755102041,-0.673469387755102,4.2942220561256905e9,7.092738555223679e9,2.7985164991e9,65.17
-0.3469387755102041,-0.6326530612244898,4.750222833101526e9,7.835033464700994e9,3.0848106316e9,64.94
-0.3469387755102041,-0.5918367346938775,5.258669383089054e9,8.497281196055389e9,3.23861181297e9,61.59
-0.3469387755102041,-0.5510204081632653,5.6987587989503975e9,9.084476694620125e9,3.38571789567e9,59.41
-0.3469387755102041,-0.5102040816326531,6.136503865606282e9,9.601584644667742e9,3.46508077906e9,56.47
-0.3469387755102041,-0.46938775510204084,6.535008239376898e9,1.0053530418728905e10,3.51852217935e9,53.84
-0.3469387755102041,-0.42857142857142855,6.854516795081174e9,1.0445187888517351e10,3.59067109344e9,52.38
-0.3469387755102041,-0.3877551020408163,7.201990686467943e9,1.0781362921653847e10,3.57937223519e9,49.7
-0.3469387755102041,-0.3469387755102041,7.349853555767862e9,1.1066770965872833e10,3.7169174101e9,50.57
-0.3469387755102041,-0.30612244897959184,7.646202390101234e9,1.1306006602950977e10,3.65980421285e9,47.86
-0.3469387755102041,-0.2653061224489796,7.827609202298365e9,1.150350238980122e10,3.6758931875e9,46.96
-0.3469387755102041,-0.22448979591836735,7.961636293497889e9,1.1663473850208792e10,3.70183755671e9,46.5
-0.3469387755102041,-0.1836734693877551,8.078675959568913e9,1.1789847480138657e10,3.71117152057e9,45.94
-0.3469387755102041,-0.14285714285714285,8.085792344101648e9,1.1886169683451666e10,3.80037733935e9,47.0
-0.3469387755102041,-0.10204081632653061,8.13653514619352e9,1.1955497464225384e10,3.81896231803e9,46.94
-0.3469387755102041,-0.061224489795918366,8.168833298868627e9,1.2000277053960783e10,3.83144375509e9,46.9
-0.3469387755102041,-0.02040816326530612,8.197683728363751e9,1.2022223898585623e10,3.82454017022e9,46.65
-0.3469387755102041,0.02040816326530612,8.216968756672223e9,1.2022223898585623e10,3.80525514191e9,46.31
-0.3469387755102041,0.061224489795918366,8.314866725733191e9,1.2000277053960783e10,3.68541032823e9,44.32
-0.3469387755102041,0.10204081632653061,8.174879150431941e9,1.1955497464225384e10,3.78061831379e9,46.25
-0.3469387755102041,0.14285714285714285,8.151708865949222e9,1.1886169683451666e10,3.7344608175e9,45.81
-0.3469387755102041,0.1836734693877551,8.065546068441294e9,1.1789847480138657e10,3.7243014117e9,46.18
-0.3469387755102041,0.22448979591836735,7.964168982932175e9,1.1663473850208792e10,3.69930486728e9,46.45
-0.3469387755102041,0.2653061224489796,7.769285994923292e9,1.150350238980122e10,3.73421639488e9,48.06
-0.3469387755102041,0.30612244897959184,7.651828455184117e9,1.1306006602950977e10,3.65417814777e9,47.76
-0.3469387755102041,0.3469387755102041,7.451565049671834e9,1.1066770965872833e10,3.6152059162e9,48.52
-0.3469387755102041,0.3877551020408163,7.128285863181842e9,1.0781362921653847e10,3.65307705847e9,51.25
-0.3469387755102041,0.42857142857142855,6.804433186865205e9,1.0445187888517351e10,3.64075470165e9,53.51
-0.3469387755102041,0.46938775510204084,6.445424858317331e9,1.0053530418728905e10,3.60810556041e9,55.98
-0.3469387755102041,0.5102040816326531,6.0544260874051e9,9.601584644667742e9,3.54715855726e9,58.59
-0.3469387755102041,0.5510204081632653,5.738423154621379e9,9.084476694620125e9,3.34605354e9,58.31
-0.3469387755102041,0.5918367346938775,5.322867262611295e9,8.497281196055389e9,3.17441393344e9,59.64
-0.3469387755102041,0.6326530612244898,4.754259558418684e9,7.835033464700994e9,3.08077390628e9,64.8
-0.3469387755102041,0.673469387755102,4.2689601615684853e9,7.092738555223679e9,2.82377839366e9,66.15
-0.3469387755102041,0.7142857142857143,3.7863026065908203e9,6.265378026649205e9,2.47907542006e9,65.47
-0.3469387755102041,0.7551020408163265,3.1626175968860636e9,5.347915037657362e9,2.18529744077e9,69.1
-0.3469387755102041,0.7959183673469388,2.4783963089577236e9,4.335298214689798e9,1.85690190573e9,74.92
-0.3469387755102041,0.8367346938775511,1.8517154814384105e9,3.2224646124283752e9,1.37074913099e9,74.03
-0.3469387755102041,0.8775510204081632,1.2649223252336714e9,2.004341998133289e9,7.394196729e8,58.46
-0.3469387755102041,0.9183673469387755,6.024670958135878e8,6.758506284592857e8,7.338353265e7,12.18
-0.30612244897959184,-0.9183673469387755,8.398652903930278e8,1.165005085427034e9,3.2513979503e8,38.71
-0.30612244897959184,-0.8775510204081632,1.4729200061893954e9,2.4742542395467424e9,1.00133423336e9,67.98
-0.30612244897959184,-0.8367346938775511,2.1171821358769145e9,3.6732436436211214e9,1.55606150774e9,73.5
-0.30612244897959184,-0.7959183673469388,2.700737571056176e9,4.767067524879141e9,2.06632995382e9,76.51
-0.30612244897959184,-0.7551020408163265,3.376160550715931e9,5.7608151631198435e9,2.3846546124e9,70.63
-0.30612244897959184,-0.7142857142857143,3.9603772806114693e9,6.659569673970743e9,2.69919239336e9,68.15
-0.30612244897959184,-0.673469387755102,4.540205933322973e9,7.46840642682481e9,2.9282004935e9,64.49
-0.30612244897959184,-0.6326530612244898,4.998212348785463e9,8.1923909680169115e9,3.19417861923e9,63.91
-0.30612244897959184,-0.5918367346938775,5.43733250933414e9,8.836576267278826e9,3.39924375794e9,62.52
-0.30612244897959184,-0.5510204081632653,5.970144446639669e9,9.40599902934543e9,3.43585458271e9,57.55
-0.30612244897959184,-0.5102040816326531,6.389846615203229e9,9.905674701454918e9,3.51582808625e9,55.02
-0.30612244897959184,-0.46938775510204084,6.7199172832553005e9,1.0340590644733276e10,3.62067336148e9,53.88
-0.30612244897959184,-0.42857142857142855,7.053462556405337e9,1.0715696699100313e10,3.66223414269e9,51.92
-0.30612244897959184,-0.3877551020408163,7.446392136583244e9,1.1035892024350931e10,3.58949988777e9,48.2
-0.30612244897959184,-0.3469387755102041,7.583089294984192e9,1.130600660283199e10,3.72291730785e9,49.09
-0.30612244897959184,-0.30612244897959184,7.6575876113264675e9,1.153077509922186e10,3.8731874879e9,50.58
-0.30612244897959184,-0.2653061224489796,7.985827774127197e9,1.1714799873820663e10,3.72897209969e9,46.69
-0.30612244897959184,-0.22448979591836735,8.126940899398381e9,1.1862498914987164e10,3.73555801559e9,45.97
-0.30612244897959184,-0.1836734693877551,8.148013830872499e9,1.1978033606784212e10,3.83001977591e9,47.01
-0.30612244897959184,-0.14285714285714285,8.289648977421613e9,1.2065211353705927e10,3.77556237628e9,45.55
-0.30612244897959184,-0.10204081632653061,8.341353264196818e9,1.2127360575311266e10,3.78600731111e9,45.39
-0.30612244897959184,-0.061224489795918366,8.460133878703221e9,1.2167182264026775e10,3.70704838532e9,43.82
-0.30612244897959184,-0.02040816326530612,8.495060547900043e9,1.2186593814404648e10,3.6915332665e9,43.46
-0.30612244897959184,0.02040816326530612,8.404128259737284e9,1.2186593814404648e10,3.78246555467e9,45.01
-0.30612244897959184,0.061224489795918366,8.367810665645841e9,1.2167182264026775e10,3.79937159838e9,45.4
-0.30612244897959184,0.10204081632653061,8.437866866112772e9,1.2127360575311266e10,3.6894937092e9,43.73
-0.30612244897959184,0.14285714285714285,8.277838024444898e9,1.2065211353705927e10,3.78737332926e9,45.75
-0.30612244897959184,0.1836734693877551,8.249567189892298e9,1.1978033606784212e10,3.72846641689e9,45.2
-0.30612244897959184,0.22448979591836735,8.104255824150447e9,1.1862498914987164e10,3.75824309084e9,46.37
-0.30612244897959184,0.2653061224489796,8.027564086722738e9,1.1714799873820663e10,3.6872357871e9,45.93
-0.30612244897959184,0.30612244897959184,7.846900455640843e9,1.153077509922186e10,3.68387464358e9,46.95
-0.30612244897959184,0.3469387755102041,7.614472180719853e9,1.130600660283199e10,3.69153442211e9,48.48
-0.30612244897959184,0.3877551020408163,7.401773760151003e9,1.1035892024350931e10,3.6341182642e9,49.1
-0.30612244897959184,0.42857142857142855,7.066333054983442e9,1.0715696699100313e10,3.64936364412e9,51.64
-0.30612244897959184,0.46938775510204084,6.745063386529436e9,1.0340590644733276e10,3.5955272582e9,53.31
-0.30612244897959184,0.5102040816326531,6.415064379970464e9,9.905674701454918e9,3.49061032148e9,54.41
-0.30612244897959184,0.5510204081632653,5.95131337562732e9,9.40599902934543e9,3.45468565372e9,58.05
-0.30612244897959184,0.5918367346938775,5.563381339810385e9,8.836576267278826e9,3.27319492747e9,58.83
-0.30612244897959184,0.6326530612244898,5.026580770298076e9,8.1923909680169115e9,3.16581019772e9,62.98
-0.30612244897959184,0.673469387755102,4.529528875291206e9,7.46840642682481e9,2.93887755153e9,64.88
-0.30612244897959184,0.7142857142857143,4.0035872264441857e9,6.659569673970743e9,2.65598244753e9,66.34
-0.30612244897959184,0.7551020408163265,3.4079459011959887e9,5.7608151631198435e9,2.35286926192e9,69.04
-0.30612244897959184,0.7959183673469388,2.772494011878528e9,4.767067524879141e9,1.994573513e9,71.94
-0.30612244897959184,0.8367346938775511,2.153314685596584e9,3.6732436436211214e9,1.51992895802e9,70.59
-0.30612244897959184,0.8775510204081632,1.454655666194558e9,2.4742542395467424e9,1.01959857335e9,70.09
-0.30612244897959184,0.9183673469387755,8.42341765843613e8,1.165005085427034e9,3.2266331958e8,38.31
-0.2653061224489796,-0.9591836734693877,4.268112965252072e8,1.7988407451784712e8,2.4692722201e8,57.85
-0.2653061224489796,-0.9183673469387755,1.0327124815602207e9,1.5873516444215868e9,5.5463916286e8,53.71
-0.2653061224489796,-0.8775510204081632,1.6837950530938048e9,2.8795286959323416e9,1.19573364284e9,71.01
-0.2653061224489796,-0.8367346938775511,2.3876901499182563e9,4.0615223532633142e9,1.67383220335e9,70.1
-0.2653061224489796,-0.7959183673469388,2.9653399030303335e9,5.138437321007564e9,2.17309741798e9,73.28
-0.2653061224489796,-0.7551020408163265,3.5878285423580427e9,6.115375294681516e9,2.52754675232e9,70.45
-0.2653061224489796,-0.7142857142857143,4.284061231417568e9,6.997434194142762e9,2.71337296273e9,63.34
-0.2653061224489796,-0.673469387755102,4.765471337562178e9,7.789707156207618e9,3.02423581865e9,63.46
-0.2653061224489796,-0.6326530612244898,5.351071128810724e9,8.497281196073985e9,3.14621006726e9,58.8
-0.2653061224489796,-0.5918367346938775,5.715152102450672e9,9.12523540763568e9,3.41008330519e9,59.67
-0.2653061224489796,-0.5510204081632653,6.179456384583822e9,9.6786385136176e9,3.49918212903e9,56.63
-0.2653061224489796,-0.5102040816326531,6.570558203856474e9,1.016254548687996e10,3.59198728302e9,54.67
-0.2653061224489796,-0.46938775510204084,6.953512529723409e9,1.0581992827142717e10,3.62848029742e9,52.18
-0.2653061224489796,-0.42857142857142855,7.252661262505541e9,1.0941991865736973e10,3.68933060323e9,50.87
-0.2653061224489796,-0.3877551020408163,7.611671075114825e9,1.1247519142519732e10,3.6358480674e9,47.77
-0.2653061224489796,-0.3469387755102041,7.808217481244413e9,1.150350238953458e10,3.69528490829e9,47.33
-0.2653061224489796,-0.30612244897959184,8.037705796131615e9,1.1714799873674913e10,3.67709407754e9,45.75
-0.2653061224489796,-0.2653061224489796,8.074880303515894e9,1.1886169682488169e10,3.81128937897e9,47.2
-0.2653061224489796,-0.22448979591836735,8.259544807534973e9,1.2022223896337889e10,3.7626790888e9,45.56
-0.2653061224489796,-0.1836734693877551,8.370219667179884e9,1.2127360574166878e10,3.75714090699e9,44.89
-0.2653061224489796,-0.14285714285714285,8.456957795266894e9,1.220566476457232e10,3.74870696931e9,44.33
-0.2653061224489796,-0.10204081632653061,8.487594739948465e9,1.2260770295157415e10,3.77317555521e9,44.46
-0.2653061224489796,-0.061224489795918366,8.539467269101506e9,1.22956806897746e10,3.75621342067e9,43.99
-0.2653061224489796,-0.02040816326530612,8.538377426305408e9,1.2312564359543701e10,3.77418693324e9,44.2
-0.2653061224489796,0.02040816326530612,8.592241353497412e9,1.2312564359543701e10,3.72032300605e9,43.3
-0.2653061224489796,0.061224489795918366,8.566735205115225e9,1.22956806897746e10,3.72894548466e9,43.53
-0.2653061224489796,0.10204081632653061,8.504096726652377e9,1.2260770295157415e10,3.75667356851e9,44.17
-0.2653061224489796,0.14285714285714285,8.578264359974675e9,1.220566476457232e10,3.6274004046e9,42.29
-0.2653061224489796,0.1836734693877551,8.341125883260988e9,1.2127360574166878e10,3.78623469091e9,45.39
-0.2653061224489796,0.22448979591836735,8.283851653717573e9,1.2022223896337889e10,3.73837224262e9,45.13
-0.2653061224489796,0.2653061224489796,8.120759887133444e9,1.1886169682488169e10,3.76540979535e9,46.37
-0.2653061224489796,0.30612244897959184,8.029176770488528e9,1.1714799873674913e10,3.68562310319e9,45.9
-0.2653061224489796,0.3469387755102041,7.775749479445414e9,1.150350238953458e10,3.72775291009e9,47.94
-0.2653061224489796,0.3877551020408163,7.557675287899793e9,1.1247519142519732e10,3.68984385462e9,48.82
-0.2653061224489796,0.42857142857142855,7.277537596400999e9,1.0941991865736973e10,3.66445426934e9,50.35
-0.2653061224489796,0.46938775510204084,6.988290515529665e9,1.0581992827142717e10,3.59370231161e9,51.42
-0.2653061224489796,0.5102040816326531,6.679289915759314e9,1.016254548687996e10,3.48325557112e9,52.15
-0.2653061224489796,0.5510204081632653,6.183887806637869e9,9.6786385136176e9,3.49475070698e9,56.51
-0.2653061224489796,0.5918367346938775,5.705749621085742e9,9.12523540763568e9,3.41948578655e9,59.93
-0.2653061224489796,0.6326530612244898,5.257388797421429e9,8.497281196073985e9,3.23989239865e9,61.63
-0.2653061224489796,0.673469387755102,4.681732173173276e9,7.789707156207618e9,3.10797498303e9,66.39
-0.2653061224489796,0.7142857142857143,4.182427017106282e9,6.997434194142762e9,2.81500717704e9,67.31
-0.2653061224489796,0.7551020408163265,3.571493471224037e9,6.115375294681516e9,2.54388182346e9,71.23
-0.2653061224489796,0.7959183673469388,2.973082236354169e9,5.138437321007564e9,2.16535508465e9,72.83
-0.2653061224489796,0.8367346938775511,2.2998743373410997e9,4.0615223532633142e9,1.76164801592e9,76.6
-0.2653061224489796,0.8775510204081632,1.6584556163858814e9,2.8795286959323416e9,1.22107307955e9,73.63
-0.2653061224489796,0.9183673469387755,1.0118654783787361e9,1.5873516444215868e9,5.7548616604e8,56.87
-0.2653061224489796,0.9591836734693877,4.203325505095449e8,1.7988407451784712e8,2.4044847599e8,57.2
-0.22448979591836735,-0.9591836734693877,5.677289339576982e8,5.524939533996053e8,1.523498056e7,2.68
-0.22448979591836735,-0.9183673469387755,1.1842529196955884e9,1.9451024910191514e9,7.6084957132e8,64.25
-0.22448979591836735,-0.8775510204081632,1.886651621220356e9,3.222464612450457e9,1.33581299123e9,70.8
-0.22448979591836735,-0.8367346938775511,2.547382596654353e9,4.38969341130071e9,1.84231081465e9,72.32
-0.22448979591836735,-0.7959183673469388,3.178598774776641e9,5.451900663245022e9,2.27330188847e9,71.52
-0.22448979591836735,-0.7551020408163265,3.907696336446958e9,6.414196495709017e9,2.50650015926e9,64.14
-0.22448979591836735,-0.7142857142857143,4.392060891366048e9,7.281688954640344e9,2.88962806327e9,65.79
-0.22448979591836735,-0.673469387755102,4.918406049813188e9,8.05948342964549e9,3.14107737983e9,63.86
-0.22448979591836735,-0.6326530612244898,5.557895788047968e9,8.752681881553797e9,3.19478609351e9,57.48
-0.22448979591836735,-0.5918367346938775,5.974724184637388e9,9.3663817903808e9,3.39165760574e9,56.77
-0.22448979591836735,-0.5510204081632653,6.385536272440889e9,9.90567470148071e9,3.52013842904e9,55.13
-0.22448979591836735,-0.5102040816326531,6.746291134347944e9,1.03756441847568e10,3.62935305041e9,53.8
-0.22448979591836735,-0.46938775510204084,7.173303694686009e9,1.078136292159604e10,3.60805922691e9,50.3
-0.22448979591836735,-0.42857142857142855,7.367467392891728e9,1.1127888471949919e10,3.76042107906e9,51.04
-0.22448979591836735,-0.3877551020408163,7.744720379095299e9,1.1420257007174574e10,3.67553662808e9,47.46
-0.22448979591836735,-0.3469387755102041,7.900884140203717e9,1.16634738497516e10,3.76258970955e9,47.62
-0.22448979591836735,-0.30612244897959184,8.101324997251511e9,1.1862498914654501e10,3.7611739174e9,46.43
-0.22448979591836735,-0.2653061224489796,8.331404844328455e9,1.2022223896158037e10,3.69081905183e9,44.3
-0.22448979591836735,-0.22448979591836735,8.462713975924771e9,1.2147435989015423e10,3.68472201309e9,43.54
-0.22448979591836735,-0.1836734693877551,8.511324676063931e9,1.2242759743937786e10,3.73143506787e9,43.84
-0.22448979591836735,-0.14285714285714285,8.565070691507721e9,1.231256435675765e10,3.74749366525e9,43.75
-0.22448979591836735,-0.10204081632653061,8.61271430208364e9,1.2360819883850643e10,3.74810558177e9,43.52
-0.22448979591836735,-0.061224489795918366,8.606086461784908e9,1.2390888294179089e10,3.78480183239e9,43.98
-0.22448979591836735,-0.02040816326530612,8.675584797109835e9,1.2405255385145937e10,3.72967058804e9,42.99
-0.22448979591836735,0.02040816326530612,8.635890038378681e9,1.2405255385145937e10,3.76936534677e9,43.65
-0.22448979591836735,0.061224489795918366,8.67661757936031e9,1.2390888294179089e10,3.71427071482e9,42.81
-0.22448979591836735,0.10204081632653061,8.742329520124182e9,1.2360819883850643e10,3.61849036373e9,41.39
-0.22448979591836735,0.14285714285714285,8.505615858437935e9,1.231256435675765e10,3.80694849832e9,44.76
-0.22448979591836735,0.1836734693877551,8.454700165670054e9,1.2242759743937786e10,3.78805957827e9,44.8
-0.22448979591836735,0.22448979591836735,8.382353376893265e9,1.2147435989015423e10,3.76508261212e9,44.92
-0.22448979591836735,0.2653061224489796,8.207422070319e9,1.2022223896158037e10,3.81480182584e9,46.48
-0.22448979591836735,0.30612244897959184,8.102368271597574e9,1.1862498914654501e10,3.76013064306e9,46.41
-0.22448979591836735,0.3469387755102041,7.895203666080432e9,1.16634738497516e10,3.76827018367e9,47.73
-0.22448979591836735,0.3877551020408163,7.608975117437846e9,1.1420257007174574e10,3.81128188974e9,50.09
-0.22448979591836735,0.42857142857142855,7.407430648008482e9,1.1127888471949919e10,3.72045782394e9,50.23
-0.22448979591836735,0.46938775510204084,7.134935557263202e9,1.078136292159604e10,3.64642736433e9,51.11
-0.22448979591836735,0.5102040816326531,6.760702835453011e9,1.03756441847568e10,3.6149413493e9,53.47
-0.22448979591836735,0.5510204081632653,6.31973218769807e9,9.90567470148071e9,3.58594251378e9,56.74
-0.22448979591836735,0.5918367346938775,5.953357417291857e9,9.3663817903808e9,3.41302437309e9,57.33
-0.22448979591836735,0.6326530612244898,5.539423173168605e9,8.752681881553797e9,3.21325870839e9,58.01
-0.22448979591836735,0.673469387755102,4.91641305812752e9,8.05948342964549e9,3.14307037152e9,63.93
-0.22448979591836735,0.7142857142857143,4.430995619882315e9,7.281688954640344e9,2.85069333476e9,64.34
-0.22448979591836735,0.7551020408163265,3.8478081181635566e9,6.414196495709017e9,2.56638837755e9,66.7
-0.22448979591836735,0.7959183673469388,3.189714370651778e9,5.451900663245022e9,2.26218629259e9,70.92
-0.22448979591836735,0.8367346938775511,2.5315498235606885e9,4.38969341130071e9,1.85814358774e9,73.4
-0.22448979591836735,0.8775510204081632,1.9022928877753785e9,3.222464612450457e9,1.32017172468e9,69.4
-0.22448979591836735,0.9183673469387755,1.2014486222750387e9,1.9451024910191514e9,7.4365386874e8,61.9
-0.22448979591836735,0.9591836734693877,5.53138960222446e8,5.524939533996053e8,645006.82,0.12
-0.1836734693877551,-0.9591836734693877,6.662024368074037e8,8.600869224763607e8,1.9388448567e8,29.1
-0.1836734693877551,-0.9183673469387755,1.3656014074359841e9,2.240190661202449e9,8.7458925377e8,64.04
-0.1836734693877551,-0.8775510204081632,2.0581662763128514e9,3.505074383248232e9,1.44690810694e9,70.3
-0.1836734693877551,-0.8367346938775511,2.6681630601381288e9,4.659854838031151e9,1.99169177789e9,74.65
-0.1836734693877551,-0.7959183673469388,3.2542642512833214e9,5.709648153021884e9,2.45538390174e9,75.45
-0.1836734693877551,-0.7551020408163265,3.975880507591404e9,6.659569674028721e9,2.68368916644e9,67.5
-0.1836734693877551,-0.7142857142857143,4.523275019754808e9,7.514733754161177e9,2.99145873441e9,66.13
-0.1836734693877551,-0.673469387755102,5.132932248559518e9,8.280253471396806e9,3.14732122284e9,61.32
-0.1836734693877551,-0.6326530612244898,5.599975349128639e9,8.961240245305653e9,3.36126489618e9,60.02
-0.1836734693877551,-0.5918367346938775,6.131158814291741e9,9.562803308981918e9,3.43164449469e9,55.97
-0.1836734693877551,-0.5510204081632653,6.494996133285715e9,1.009004896933085e10,3.59505283605e9,55.35
-0.1836734693877551,-0.5102040816326531,6.909451411650497e9,1.0548079551929205e10,3.63862814028e9,52.66
-0.1836734693877551,-0.46938775510204084,7.192360190539225e9,1.094199186577138e10,3.74963167523e9,52.13
-0.1836734693877551,-0.42857142857142855,7.58747061877917e9,1.1276874920345465e10,3.68940430157e9,48.62
-0.1836734693877551,-0.3877551020408163,7.849243749468275e9,1.1557806449383389e10,3.70856269992e9,47.25
-0.1836734693877551,-0.3469387755102041,8.053434869793897e9,1.1789847479425238e10,3.73641260963e9,46.4
-0.1836734693877551,-0.30612244897959184,8.247036137675476e9,1.1978033606192307e10,3.73099746852e9,45.24
-0.1836734693877551,-0.2653061224489796,8.282886189073769e9,1.2127360573741356e10,3.84447438467e9,46.41
-0.1836734693877551,-0.22448979591836735,8.610337664529137e9,1.2242759743711897e10,3.63242207918e9,42.19
-0.1836734693877551,-0.1836734693877551,8.514622189539917e9,1.2329055292147116e10,3.81443310261e9,44.8
-0.1836734693877551,-0.14285714285714285,8.61604999566884e9,1.2390888291971315e10,3.7748382963e9,43.81
-0.1836734693877551,-0.10204081632653061,8.643719636803984e9,1.2432582572423368e10,3.78886293562e9,43.83
-0.1836734693877551,-0.061224489795918366,8.76957981598152e9,1.2457917756851387e10,3.68833794087e9,42.06
-0.1836734693877551,-0.02040816326530612,8.743678446180197e9,1.2469786696320507e10,3.72610825014e9,42.61
-0.1836734693877551,0.02040816326530612,8.685225928020414e9,1.2469786696320507e10,3.7845607683e9,43.57
-0.1836734693877551,0.061224489795918366,8.830046111589964e9,1.2457917756851387e10,3.62787164526e9,41.09
-0.1836734693877551,0.10204081632653061,8.65457146071418e9,1.2432582572423368e10,3.77801111171e9,43.65
-0.1836734693877551,0.14285714285714285,8.673039407047201e9,1.2390888291971315e10,3.71784888492e9,42.87
-0.1836734693877551,0.1836734693877551,8.56845824940737e9,1.2329055292147116e10,3.76059704274e9,43.89
-0.1836734693877551,0.22448979591836735,8.534966028810931e9,1.2242759743711897e10,3.7077937149e9,43.44
-0.1836734693877551,0.2653061224489796,8.3971560667073765e9,1.2127360573741356e10,3.73020450703e9,44.42
